State,State_FIPS,Region,Year,Month,DailywoBoard_final,HourlyComposite_final,MonthlyComposite_final,TotalHiredSeasonal_final,Mexican_final,HiredWorkersonFarms_final,Local_final,Intrastate_final,Interstate_final,TotalForeign_final,Jamaican_final,Bahamian_final,BWIOthers_final,BWI_final,Canadian_final,CanadianOthers_final,PuertoRican_final,OtherForeign_final,TotalAg_final,Nonlocal_final,Farmworkers_Total,Farmworkers_Family,Farmworkers_Hired,Petroleum,Tractors,Cotton_machine,Sugarbeet_machine,Sugarbeet_monogerm,SugarBeets,Cotton,Tomatoes_total,Lettuce,Strawberries_total,Citrus,Cantaloupes,BrusselsSprouts,Asparagus_total,Celery,Cucumbers_pickle,Tomatoes_fresh,Tomatoes_proc,Strawberries_fresh,Strawberries_proc,Asparagus_fresh,Asparagus_proc,TotalHiredSeasonal_dual,TotalHiredSeasonal_HP,TotalAg_dual,TotalAg_HP,Mexican_dual,Mexican_HP,TotalForeign_dual,TotalForeign_HP,TotalDomestic_dual,Local_dual,Local_HP,Intrastate_dual,Intrastate_HP,Interstate_dual,Interstate_HP,Jamaican_dual,Jamaican_HP,Bahamian_dual,Bahamian_HP,BWI_dual,BWI_HP,Canadian_dual,Canadian_HP,PuertoRican_dual,PuertoRican_HP,OtherForeign_dual,OtherForeign_HP,cropland_1954,State_name,pop1950
AL,1,6.0,1947,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1944,4.0,2.1,,38.5,,,183000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1943,10.0,2.1,,37.25,,,389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1956,7.0,4.0,0.407,,4706.0,0.0,262000.0,4654.0,0.0,0.0,0.0,,,0,,,,0.0,,4654.0,,,,,,,3,,,,750.0,17192.0,,1944.0,,,,0.0,,,17192.0,,1750,194,,,4706,,4654,,0,,0,,4654,4654,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1964,8.0,,,,1215.0,0.0,,656.0,0.0,559.0,0.0,,,,0.0,,0,0.0,,,,110,85,25,24069642,71925,55,,,,887.0,13440.0,,1725.0,,72,,0.0,,,13440.0,,1725,,,,1215,,,,0,,0,,1215,656,,0,,559,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1951,10.0,4.05,0.477,,,,824000.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1962,1.0,4.75,0.585,,,,69000.0,,,,,,,,,,,,,,,73,62,11,,,29,,,,695.0,13552.0,,1890.0,,81,,0.0,,,13552.0,,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1969,11.0,,,,5150.0,,,5032.0,40.0,78.0,0.0,,,,,,,0.0,,,,117,91,26,27840000,75069,88,,,,460.0,27608.0,,0.0,,,,0.0,,,27608.0,,,,,,5150,,,,,,0,,5150,5032,,40,,78,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1949,1.0,3.55,0.42399999499320984,,,,107000.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1944,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1949,4.0,3.3,0.3230000138282776,,,,321000.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1955,8.0,,,,10047.0,0.0,,10047.0,0.0,0.0,0.0,,,0,,,,0.0,,10047.0,,,,,,,2,,,,1045.0,16240.0,,1152.0,,,,0.0,,,16240.0,,1016,136,,,10047,,10047,,0,,0,,10047,10047,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1969,6.0,,,,10385.0,,,8855.0,505.0,1025.0,0.0,,,,,,,0.0,,,,94,69,25,27840000,75069,88,,,,460.0,27608.0,,0.0,,,,0.0,,,27608.0,,,,,,10385,,,,,,0,,10385,8855,,505,,1025,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1961,8.0,,,,1000.0,0.0,,1000.0,0.0,0.0,0.0,,,,0.0,,0,0.0,,,,142,104,38,,,20,,,,616.0,15792.0,,2070.0,,110,,0.0,,,15792.0,,2070,,,,1000,,,,0,,0,,1000,1000,,0,,0,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1957,11.0,,,,4931.0,0.0,,4931.0,0.0,0.0,0.0,,,0,,,,0.0,,4931.0,,177,146,31,,,2,,,,530.0,17472.0,,1900.0,,,,0.0,,,17472.0,,1700,200,,,4931,,4931,,0,,0,,4931,4931,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,,1959,5.0,,,,,,,,,,,,,,,,,,,,,171,135,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1953,5.0,,,,11119.0,0.0,,11039.0,40.0,40.0,,,,0,,,,0.0,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,11119,,,,0,,,,,11039,,40,,40,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1966,12.0,,,,860.0,,,860.0,0.0,0.0,0.0,,,,,,,0.0,,,,81,66,15,,,75,,,,460.0,15456.0,,1625.0,,75,,0.0,,,15456.0,,1625,,,,860,,,,,,0,,860,860,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1970,12.0,,,,840.0,,,790.0,50.0,0.0,0.0,,,,,,,0.0,,,,76,62,14,,,95,,,,507.0,24472.0,,0.0,,,,0.0,,,24472.0,,,,,,840,,,,,,0,,840,790,,50,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,,1958,2.0,,,,,,,,,,,,,,,,,,,,,95,80,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1950,1.0,3.15,0.387,,,,107000.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1948,7.0,3.35,0.326,59.0,,,196000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1951,4.0,3.55,0.35,,,,298000.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1964,12.0,,,,,,,,,,,,,,,,,,,,,90,78,12,24069642,71925,55,,,,887.0,13440.0,,1725.0,,72,,0.0,,,13440.0,,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1944,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1959,9.0,,,,23695.0,0.0,,23450.0,200.0,45.0,0.0,,,,0.0,,0,0.0,,,,288,204,84,19412226,67559,6,,,,717.0,13720.0,,1980.0,,,,0.0,,,13720.0,,1780,200,,,23695,,,,0,,0,,23695,23450,,200,,45,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1973,7.0,11.5,,,,,156000.0,6970.0,50.0,480.0,,,,,,,,0.0,,,,77,59,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500,6970,,50,,480,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1943,7.0,1.85,,34.0,,,279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1971,11.0,,,,7325.0,,,7225.0,100.0,0.0,0.0,,,,,,,0.0,,,,100,80,20,,,97,,,,,,,,,,,,,,,,,,,,7325,,,,,,0,,7325,7225,,100,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1972,6.0,,,,,,,8465.0,650.0,395.0,,,,,,,,0.0,,,,75,56,19,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,9510,8465,,650,,395,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1953,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1967,1.0,6.1,0.765,,,,68000.0,,,,,,,,,,,,,,,66,51,15,,,81,,,,200.0,18480.0,,1300.0,,78,,0.0,,,18480.0,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1970,9.0,,,,9465.0,,,9255.0,60.0,150.0,0.0,,,,,,,0.0,,,,125,97,28,,,95,,,,507.0,24472.0,,0.0,,,,0.0,,,24472.0,,,,,,9465,,,,,,0,,9465,9255,,60,,150,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1970,8.0,,,,,,,4785.0,0.0,530.0,,,,,,,,0.0,,,,92,69,23,,,95,,,,507.0,24472.0,,0.0,,,,0.0,,,24472.0,,,,,,,,,,,,,,5315,4785,,0,,530,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1948,1.0,3.4,0.398,59.0,,,132000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1969,3.0,,,,,,,,,,,,,,,,,,,,,75,59,16,27840000,75069,88,,,,460.0,27608.0,,0.0,,,,0.0,,,27608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1963,12.0,,,,,,,,,,,,,,,,,,,,,96,83,13,,,37,,,,885.0,14448.0,,1650.0,,85,,0.0,,,14448.0,,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1969,4.0,7.8,0.8,,,,80000.0,,,,,,,,,,,,,,,103,80,23,27840000,75069,88,,,,460.0,27608.0,,0.0,,,,0.0,,,27608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1959,12.0,,,,,,,,,,,,,,,,,,,,,100,89,11,19412226,67559,6,,,,717.0,13720.0,,1980.0,,,,0.0,,,13720.0,,1780,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1947,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1947,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1960,9.0,,,,27415.0,0.0,,26874.0,352.0,189.0,0.0,,,,0.0,,0,0.0,,,,268,186,82,,,8,,,,755.0,12880.0,,1995.0,,,,0.0,,,12880.0,,1995,0,,,27415,,,,0,,0,,27415,26874,,352,,189,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1945,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1951,7.0,3.6,0.36,,,,389000.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1953,7.0,3.7,0.375,,,,436000.0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1950,10.0,3.55,0.421,,,,800000.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1956,5.0,,,,11463.0,0.0,,10598.0,0.0,575.0,0.0,,,0,,,,0.0,,11173.0,,,,,,,3,,,,750.0,17192.0,,1944.0,,,,0.0,,,17192.0,,1750,194,,,11463,,11173,,0,,0,,11173,10598,,0,,575,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1943,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1966,9.0,,,,9805.0,,,9520.0,285.0,0.0,0.0,,,,,,,0.0,,,,131,100,31,,,75,,,,460.0,15456.0,,1625.0,,75,,0.0,,,15456.0,,1625,,,,9805,,,,,,0,,9805,9520,,285,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1957,7.0,4.05,0.41,,5891.0,0.0,262000.0,5200.0,175.0,201.0,0.0,,,0,,,,0.0,,5575.0,,,,,,,2,,,,530.0,17472.0,,1900.0,,,,0.0,,,17472.0,,1700,200,,,5891,,5575,,0,,0,,5576,5200,,175,,201,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1958,10.0,4.3,0.537,,15705.0,0.0,371000.0,15330.0,0.0,0.0,0.0,,,0,,,,0.0,,15330.0,,296,227,69,,,1,,,,439.0,14000.0,,2300.0,,,,0.0,,,14000.0,,2050,250,,,15705,,15330,,0,,0,,15330,15330,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1958,5.0,,,,7130.0,0.0,,6565.0,300.0,100.0,0.0,,,0,,,,0.0,,6965.0,,171,138,33,,,1,,,,439.0,14000.0,,2300.0,,,,0.0,,,14000.0,,2050,250,,,7130,,6965,,0,,0,,6965,6565,,300,,100,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1961,7.0,4.45,0.454,,9925.0,0.0,239000.0,9124.0,0.0,801.0,0.0,,,,0.0,,0,0.0,,,,115,93,22,,,20,,,,616.0,15792.0,,2070.0,,110,,0.0,,,15792.0,,2070,,,,9925,,,,0,,0,,9925,9124,,0,,801,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1964,11.0,,,,6150.0,0.0,,6014.0,100.0,36.0,0.0,,,,0.0,,,0.0,0.0,,,132,100,32,24069642,71925,55,,,,887.0,13440.0,,1725.0,,72,,0.0,,,13440.0,,1725,,,,6150,,,,0,,0,,6150,6014,,100,,36,,,,,,0,,,,0,,0.0,,4812000,Alabama,3061743
AL,1,6.0,1944,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1957,5.0,,,,8989.0,0.0,,6939.0,50.0,1000.0,0.0,,,0,,,,0.0,,7989.0,,,,,,,2,,,,530.0,17472.0,,1900.0,,,,0.0,,,17472.0,,1700,200,,,8989,,7989,,0,,0,,7989,6939,,50,,1000,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1957,4.0,4.2,0.417,,,,142000.0,,,,,,,,,,,,,,,,,,,,2,,,,530.0,17472.0,,1900.0,,,,0.0,,,17472.0,,1700,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1973,4.0,11.2,,,,,78000.0,,,,,,,,,,,,,,,83,66,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1953,8.0,,,,6114.0,0.0,,6030.0,84.0,0.0,0.0,,,0,,,,0.0,,6114.0,,,,,,,3,,,,,,,,,,,,,,,,,,,,6114,,6114,,0,,0,,6114,6030,,84,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1967,6.0,,,,10595.0,,,9715.0,350.0,530.0,0.0,,,,,,,0.0,,,,101,71,30,,,81,,,,200.0,18480.0,,1300.0,,78,,0.0,,,18480.0,,1300,,,,10595,,,,,,0,,10595,9715,,350,,530,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1952,4.0,3.85,0.372,,,,298000.0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1952,7.0,3.6,0.365,,,,379000.0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1960,10.0,4.65,0.569,,25460.0,0.0,425000.0,24985.0,405.0,70.0,0.0,,,,0.0,,0,0.0,,,,298,220,78,,,8,,,,755.0,12880.0,,1995.0,,,,0.0,,,12880.0,,1995,0,,,25460,,,,0,,0,,25460,24985,,405,,70,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1956,1.0,4.1,0.51,,,,118000.0,,,,,,,,,,,,,,,,,,,,3,,,,750.0,17192.0,,1944.0,,,,0.0,,,17192.0,,1750,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,,1962,2.0,,,,,,,,,,,,,,,,,,,,,81,67,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1963,7.0,4.65,0.475,,4715.0,0.0,251000.0,4159.0,0.0,556.0,0.0,,,,0.0,,0,0.0,,,,109,84,25,,,37,,,,885.0,14448.0,,1650.0,,85,,0.0,,,14448.0,,1650,,,,4715,,,,0,,0,,4715,4159,,0,,556,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1953,4.0,3.8,0.371,,,,345000.0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1946,1.0,2.6,,45.8,,,133000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1969,5.0,,,,4350.0,,,4200.0,150.0,0.0,0.0,,,,,,,0.0,,,,120,94,26,27840000,75069,88,,,,460.0,27608.0,,0.0,,,,0.0,,,27608.0,,,,,,4350,,,,,,0,,4350,4200,,150,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1947,10.0,3.25,,59.4,,,331000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1973,2.0,,,,,,,,,,,,,,,,,,,,,61,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1963,1.0,4.9,0.601,,,,72000.0,,,,,,,,,,,,,,,80,65,15,,,37,,,,885.0,14448.0,,1650.0,,85,,0.0,,,14448.0,,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1971,9.0,,,,6700.0,,,6600.0,0.0,100.0,0.0,,,,,,,0.0,,,,112,91,21,,,97,,,,,,,,,,,,,,,,,,,,6700,,,,,,0,,6700,6600,,0,,100,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1965,10.0,5.6,0.719,,15310.0,0.0,251000.0,15225.0,60.0,25.0,0.0,,,,0.0,,,0.0,0.0,,,187,150,37,,,73,,,,852.0,14784.0,,1680.0,,80,,0.0,,,14784.0,,1680,,,,15310,,,,0,,0,,15310,15225,,60,,25,,,,,,0,,,,0,,0.0,,4812000,Alabama,3061743
AL,1,6.0,1959,8.0,,,,3690.0,0.0,,3640.0,50.0,0.0,0.0,,,,0.0,,0,0.0,,,,152,117,35,19412226,67559,6,,,,717.0,13720.0,,1980.0,,,,0.0,,,13720.0,,1780,200,,,3690,,,,0,,0,,3690,3640,,50,,0,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1959,11.0,,,,7210.0,0.0,,7210.0,0.0,0.0,0.0,,,,0.0,,0,0.0,,,,168,133,35,19412226,67559,6,,,,717.0,13720.0,,1980.0,,,,0.0,,,13720.0,,1780,200,,,7210,,,,0,,0,,7210,7210,,0,,0,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1966,1.0,5.6,0.698,,,,61000.0,,,,,,,,,,,,,,,66,53,13,,,75,,,,460.0,15456.0,,1625.0,,75,,0.0,,,15456.0,,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1966,2.0,,,,,,,,,,,,,,,,,,,,,75,57,18,,,75,,,,460.0,15456.0,,1625.0,,75,,0.0,,,15456.0,,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1973,10.0,12.2,,,,,126000.0,,,,,,,,,,,,,,,122,101,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1967,4.0,6.6,0.652,,,,116000.0,,,,,,,,,,,,,,,104,81,23,,,81,,,,200.0,18480.0,,1300.0,,78,,0.0,,,18480.0,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1969,12.0,,,,945.0,,,945.0,0.0,0.0,0.0,,,,,,,0.0,,,,77,64,13,27840000,75069,88,,,,460.0,27608.0,,0.0,,,,0.0,,,27608.0,,,,,,945,,,,,,0,,945,945,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1974,4.0,12.5,,,,,,,,,,,,,,,,,,,,,,,40931000,68521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,,1967,11.0,,,,,,,,,,,,,,,,,,,,,121,93,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1956,8.0,,,,5781.0,0.0,,5212.0,0.0,0.0,0.0,,,0,,,,0.0,,5212.0,,,,,,,3,,,,750.0,17192.0,,1944.0,,,,0.0,,,17192.0,,1750,194,,,5781,,5212,,0,,0,,5212,5212,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1974,1.0,12.1,,,,,38000.0,,,,,,,,,,,,,,,,,,40931000,68521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1945,5.0,,,,,,,,,,300.0,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,300.0,,4812000,Alabama,3061743
AL,1,6.0,1962,7.0,4.65,0.474,,5990.0,0.0,222000.0,5471.0,519.0,0.0,0.0,,,,0.0,,0,,,,,114,90,24,,,29,,,,695.0,13552.0,,1890.0,,81,,0.0,,,13552.0,,1890,,,,5990,,,,0,,0,,5990,5471,,519,,0,,,,,,0,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1963,10.0,5.0,0.623,,17370.0,0.0,410000.0,17229.0,94.0,47.0,0.0,,,,0.0,,0,0.0,,,,243,175,68,,,37,,,,885.0,14448.0,,1650.0,,85,,0.0,,,14448.0,,1650,,,,17370,,,,0,,0,,17370,17229,,94,,47,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1972,8.0,,,,,,,6485.0,0.0,390.0,,,,,,,,0.0,,,,74,58,16,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,6875,6485,,0,,390,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1953,9.0,,,,48530.0,0.0,,48530.0,0.0,0.0,0.0,,,0,,,,0.0,,48530.0,,,,,,,3,,,,,,,,,,,,,,,,,,,,48530,,48530,,0,,0,,48530,48530,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1959,4.0,4.25,0.426,,,,137000.0,,,,,,,,,,,,,,,151,121,30,19412226,67559,6,,,,717.0,13720.0,,1980.0,,,,0.0,,,13720.0,,1780,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1963,8.0,,,,5750.0,0.0,,5750.0,0.0,0.0,0.0,,,,0.0,,0,0.0,,,,119,88,31,,,37,,,,885.0,14448.0,,1650.0,,85,,0.0,,,14448.0,,1650,,,,5750,,,,0,,0,,5750,5750,,0,,0,,,,,,0,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1946,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1953,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1957,8.0,,,,4651.0,0.0,,4651.0,0.0,0.0,0.0,,,0,,,,0.0,,4651.0,,154,128,26,,,2,,,,530.0,17472.0,,1900.0,,,,0.0,,,17472.0,,1700,200,,,4651,,4651,,0,,0,,4651,4651,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,,1957,12.0,,,,,,,,,,,,,,,,,,,,,115,105,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1956,10.0,4.45,0.556,,39591.0,0.0,459000.0,39391.0,0.0,0.0,0.0,,,0,,,,0.0,,39391.0,,,,,,,3,,,,750.0,17192.0,,1944.0,,,,0.0,,,17192.0,,1750,194,,,39591,,39391,,0,,0,,39391,39391,,0,,0,,,,,,,,,,0,,,,4812000,Alabama,3061743
AL,1,6.0,1944,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
AL,1,6.0,1944,1.0,2.1,,38.25,,,130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812000,Alabama,3061743
